2001 super output areas - lower layer,mnemonic,"22 : Publishing, printing and reproduction of recorded media",,24 : Manufacture of chemicals and chemical products,,30 : Manufacture of office machinery and computers,,"32 : Manufacture of radio, television and communication equipment and apparatus",,"33 : Manufacture of medical, precision and optical instruments, watches and clocks",,"50 : Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel",,"51 : Wholesale trade and commission trade, except of motor vehicles and motorcycles",,64 : Post and telecommunications,,"65 : Financial intermediation, except insurance and pension funding",,"66 : Insurance and pension funding, except compulsory social security",,67 : Activities auxiliary to financial intermediation,,72 : Computer and related activites,,73 : Research and development,,74 : Other business activities,,75 : Public administration and defence; compulsory social security,,80 : Education,,85 : Health and social work,,"92 : Recreational, cultural and sporting activities"
Merton 022B,E01003375,150,,75,,0,,0,,15,,175,,500,,125,,0,,0,,0,,10,,0,,150,,5,,150,,225,,175
Merton 022C,E01003437,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,0,,0,,5,,0,,125,,10,,45
Merton 022D,E01003440,10,,0,,0,,0,,0,,50,,125,,0,,0,,0,,0,,75,,35,,15,,0,,0,,10,,0
Merton 022E,E01003441,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,15,,0,,0,,100,,0
Merton 023C,E01003439,5,,0,,0,,0,,0,,5,,0,,5,,15,,0,,0,,5,,15,,45,,75,,10,,10,,15
Merton 023B,E01003436,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,15,,0
Merton 023D,E01003448,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,15,,0
Merton 023A,E01003427,0,,0,,0,,0,,0,,15,,5,,0,,50,,0,,5,,75,,0,,80,,900,,0,,300,,35
Merton 023E,E01003453,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,5,,0,,125,,75,,0
Merton 024B,E01003449,0,,0,,0,,0,,0,,0,,0,,45,,0,,0,,0,,0,,0,,20,,0,,0,,45,,5
Merton 024C,E01003450,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,50,,225,,0
Merton 024D,E01003451,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,0,,15,,0,,0,,25,,45
Merton 024E,E01003452,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,100,,10,,400,,5,,0
Merton 024A,E01003438,10,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,15,,0,,100,,0,,125,,30,,40
Merton 025E,E01003422,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,5,,0,,20,,0,,75,,20,,5
Merton 025A,E01003417,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,10,,20,,0,,0
Merton 025B,E01003418,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,5,,0,,50,,20,,0
Merton 025C,E01003419,5,,0,,0,,0,,0,,40,,100,,0,,0,,0,,0,,5,,0,,75,,0,,0,,0,,0
Merton 025D,E01003420,0,,0,,0,,15,,0,,20,,20,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0
Redbridge 001A,E01003744,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,35,,0,,0,,20,,0
Redbridge 001B,E01003745,0,,0,,0,,0,,0,,0,,5,,10,,0,,0,,0,,5,,0,,15,,0,,5,,5,,10
Redbridge 001C,E01003746,15,,0,,0,,0,,0,,125,,15,,0,,5,,0,,5,,15,,0,,45,,25,,600,,50,,5
Redbridge 001D,E01003747,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,45,,0,,0,,0,,0
Redbridge 001E,E01003748,0,,0,,0,,20,,0,,5,,10,,50,,35,,0,,0,,5,,0,,80,,30,,0,,150,,15
Redbridge 001F,E01003749,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,10,,0,,0,,35,,0
Redbridge 001G,E01003750,5,,0,,0,,0,,0,,15,,0,,150,,0,,15,,5,,10,,0,,80,,0,,75,,175,,25
Redbridge 002D,E01003726,25,,125,,0,,5,,75,,15,,210,,25,,0,,0,,5,,5,,0,,75,,0,,5,,0,,50
Redbridge 002B,E01003722,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,225,,5,,10
Redbridge 002C,E01003723,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Redbridge 002A,E01003720,0,,0,,0,,0,,0,,0,,0,,5,,15,,0,,0,,5,,0,,10,,0,,75,,50,,20
Redbridge 003A,E01003721,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,0,,50,,5
Redbridge 003B,E01003724,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,10,,0,,0,,0,,0
Redbridge 003C,E01003725,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0
Redbridge 003D,E01003727,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,75,,0,,0
Redbridge 004A,E01003654,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0
Redbridge 004B,E01003655,0,,0,,0,,0,,0,,0,,10,,0,,10,,0,,0,,10,,0,,10,,0,,0,,15,,5
Redbridge 004D,E01003660,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,5,,0,,20,,0,,0,,0,,5
Redbridge 004C,E01003658,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,40,,0,,0,,15,,5
Redbridge 005C,E01003659,0,,0,,0,,0,,0,,25,,5,,10,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0
Redbridge 005A,E01003656,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,0,,0,,15,,0,,100,,10,,0
Redbridge 005B,E01003657,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,0,,0,,10,,50,,100,,40,,5
Redbridge 006A,E01003698,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,250,,0,,0
Redbridge 006B,E01003699,15,,0,,0,,0,,0,,100,,50,,15,,10,,0,,0,,5,,0,,150,,35,,5,,0,,20
Redbridge 006C,E01003700,0,,0,,0,,0,,0,,5,,5,,5,,5,,0,,0,,10,,0,,30,,0,,150,,50,,200
Redbridge 006D,E01003701,0,,0,,0,,0,,0,,5,,0,,10,,50,,0,,5,,5,,0,,45,,0,,75,,600,,175
Redbridge 006E,E01003702,0,,0,,0,,0,,250,,0,,10,,0,,0,,0,,0,,5,,0,,10,,0,,5,,30,,0
Redbridge 006F,E01003703,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,5,,0,,40,,0,,0,,5,,5
Redbridge 006G,E01003704,5,,0,,0,,0,,0,,20,,10,,5,,0,,0,,0,,5,,0,,5,,0,,0,,0,,15
Redbridge 007A,E01003668,0,,0,,0,,0,,0,,10,,50,,75,,50,,5,,75,,20,,0,,300,,0,,35,,45,,5
Redbridge 007B,E01003669,0,,0,,0,,0,,0,,20,,5,,0,,0,,0,,0,,10,,0,,25,,0,,0,,25,,5
Redbridge 007C,E01003670,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,100,,30,,5
Redbridge 007D,E01003671,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,15,,0,,0,,0,,0
Redbridge 007E,E01003672,0,,0,,0,,0,,10,,5,,0,,0,,0,,0,,35,,5,,0,,50,,0,,0,,50,,20
Redbridge 007F,E01003673,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,50,,0,,0,,0,,0
Redbridge 007G,E01003674,5,,0,,0,,0,,0,,45,,50,,0,,35,,0,,5,,15,,0,,180,,0,,175,,100,,50
Redbridge 008A,E01003707,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,5,,0,,75,,10,,0
Redbridge 008B,E01003708,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,200,,45,,0
Redbridge 008C,E01003709,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,15,,0,,50,,5,,0
Redbridge 008D,E01003710,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,0,,5,,0
Redbridge 009A,E01003759,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,10,,0,,75,,0,,5
Redbridge 009B,E01003760,0,,0,,0,,0,,0,,15,,75,,0,,0,,0,,0,,5,,0,,25,,0,,225,,25,,5
Redbridge 009C,E01003761,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,5,,0
Redbridge 009D,E01003762,20,,0,,0,,0,,0,,0,,35,,0,,5,,0,,0,,0,,0,,45,,0,,10,,5,,0
Redbridge 009E,E01003763,0,,0,,0,,0,,0,,5,,5,,10,,0,,0,,0,,5,,0,,25,,0,,0,,0,,0
Redbridge 009F,E01003764,0,,0,,0,,0,,10,,30,,15,,0,,0,,0,,0,,15,,0,,100,,0,,0,,10,,10
Redbridge 009G,E01003765,0,,0,,0,,0,,0,,10,,50,,0,,0,,0,,0,,15,,0,,50,,0,,100,,15,,5
Redbridge 010C,E01003711,0,,0,,0,,0,,0,,0,,5,,0,,35,,0,,0,,5,,0,,50,,10,,100,,50,,5
Redbridge 010D,E01003712,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,5,,5
Redbridge 010A,E01003705,5,,0,,0,,0,,0,,5,,5,,0,,35,,5,,0,,10,,0,,15,,0,,45,,5,,45
Redbridge 010B,E01003706,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,25,,0,,0,,5,,0
Redbridge 011A,E01003678,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,10,,0,,0,,10,,5
Redbridge 011B,E01003679,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,10,,0,,30,,5,,0
Redbridge 011C,E01003680,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,100,,0,,0
Redbridge 011D,E01003681,0,,0,,0,,0,,0,,10,,75,,0,,0,,5,,0,,5,,0,,50,,0,,300,,30,,5
Redbridge 012D,E01003651,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,15,,0,,75,,15,,0
Redbridge 012A,E01003646,0,,0,,0,,0,,0,,10,,5,,0,,0,,0,,0,,10,,0,,80,,0,,5,,40,,15
Redbridge 012B,E01003648,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,10,,0,,0,,5,,0
Redbridge 012C,E01003649,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,0,,15,,5
Redbridge 013A,E01003639,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,20,,0,,0,,200,,5
Redbridge 013B,E01003640,0,,0,,0,,0,,0,,15,,15,,0,,0,,0,,0,,10,,0,,40,,0,,0,,15,,30
Redbridge 013C,E01003641,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,10,,0,,10,,0,,125,,100,,5
Redbridge 013D,E01003642,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,50,,0,,250,,50,,5
Redbridge 014A,E01003774,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,15,,0,,125,,30,,0
Redbridge 014B,E01003775,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,25,,0,,0,,10,,5
Redbridge 014C,E01003776,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,50,,100,,10,,25,,5
Redbridge 014D,E01003777,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,30,,0,,15,,75,,0
Redbridge 014E,E01003778,5,,0,,0,,0,,0,,10,,35,,0,,50,,0,,0,,20,,0,,220,,10,,45,,100,,35
Redbridge 014F,E01003779,0,,0,,0,,0,,0,,0,,0,,150,,0,,0,,0,,5,,0,,5,,0,,100,,175,,0
Redbridge 014G,E01003780,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,20,,0,,0,,5,,0
Redbridge 015B,E01003650,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,5,,0,,0,,10,,0
Redbridge 015A,E01003647,0,,0,,0,,0,,0,,30,,5,,0,,5,,0,,0,,10,,0,,30,,0,,0,,200,,5
Redbridge 015C,E01003652,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5,,0,,0,,20,,0,,50,,10,,0
Redbridge 015D,E01003653,5,,0,,0,,0,,0,,15,,45,,0,,5,,0,,5,,15,,0,,35,,0,,350,,50,,35
Redbridge 016D,E01003682,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,15,,0,,100,,0,,0
Redbridge 016A,E01003675,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,5,,0,,25,,0,,15,,35,,5
Redbridge 016B,E01003676,0,,0,,0,,0,,0,,0,,75,,0,,0,,0,,5,,5,,0,,10,,0,,0,,10,,0
Redbridge 016C,E01003677,15,,5,,0,,0,,10,,125,,350,,75,,0,,0,,0,,45,,0,,150,,0,,200,,300,,15
Redbridge 017B,E01003643,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,0,,25,,0
Redbridge 017C,E01003644,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,15,,0,,5,,0,,0,,0,,0
Redbridge 017D,E01003645,5,,0,,0,,0,,0,,30,,5,,0,,0,,0,,0,,10,,0,,15,,0,,150,,450,,5
Redbridge 017A,E01003638,0,,0,,0,,0,,0,,5,,0,,0,,5,,0,,10,,5,,0,,20,,175,,75,,0,,0
Redbridge 018A,E01003789,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,20,,0,,20,,0,,0
Redbridge 018B,E01003794,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,25,,0,,0,,5,,0
Redbridge 018C,E01003795,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,250,,5,,45
Redbridge 018D,E01003796,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,5,,15
Redbridge 019A,E01003661,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,5,,0,,10,,0,,20,,75,,5
Redbridge 019B,E01003662,0,,0,,0,,0,,0,,45,,5,,0,,35,,0,,0,,15,,0,,15,,25,,10,,75,,35
Redbridge 019C,E01003663,40,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,400,,150,,0
Redbridge 019D,E01003664,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,10,,0
Redbridge 019E,E01003665,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,50,,15,,0
Redbridge 019F,E01003666,0,,0,,0,,0,,0,,25,,5,,0,,0,,0,,0,,5,,0,,10,,350,,75,,0,,0
Redbridge 019G,E01003667,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,100,,45,,0
Redbridge 020D,E01003757,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,250,,20,,0
Redbridge 020B,E01003753,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,0,,10,,0,,35,,0,,0,,0,,0
Redbridge 020C,E01003754,0,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,10,,0,,75,,0,,75,,10,,0
Redbridge 020A,E01003751,0,,0,,0,,0,,0,,10,,15,,0,,0,,0,,0,,10,,0,,35,,0,,0,,100,,5
Redbridge 021C,E01003694,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,5,,5
Redbridge 021D,E01003696,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,5,,0,,25,,400,,0,,25,,5
Redbridge 021A,E01003690,0,,0,,0,,0,,0,,30,,45,,0,,35,,5,,5,,15,,0,,220,,0,,225,,150,,5
Redbridge 021B,E01003692,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,5,,0,,0,,40,,0
Redbridge 022A,E01003769,0,,0,,0,,0,,0,,5,,5,,5,,0,,0,,0,,5,,0,,75,,0,,50,,100,,5
Redbridge 022B,E01003770,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,10,,0,,350,,0,,125,,2500,,0
Redbridge 022C,E01003771,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,75,,30,,0
Redbridge 022D,E01003773,0,,0,,0,,0,,0,,10,,5,,0,,0,,0,,0,,5,,0,,25,,0,,100,,25,,0
Redbridge 023D,E01003758,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,5,,0,,75,,0,,0,,0,,5
Redbridge 023B,E01003755,0,,0,,0,,0,,0,,40,,30,,0,,0,,0,,0,,10,,0,,700,,400,,200,,700,,20
Redbridge 023C,E01003756,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,25,,350,,225,,50,,0
Redbridge 023A,E01003752,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,15,,5,,0,,125,,0,,0,,20,,5
Redbridge 024A,E01003766,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0
Redbridge 024B,E01003767,0,,0,,0,,0,,0,,20,,20,,0,,15,,0,,0,,5,,0,,10,,0,,45,,0,,5
Redbridge 024C,E01003768,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,25,,0,,0,,25,,0
Redbridge 024D,E01003772,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,0,,0,,5,,0,,5
Redbridge 025D,E01003697,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,200,,0,,0,,10,,0
Redbridge 025C,E01003695,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,5,,0,,0,,35,,0
Redbridge 025B,E01003693,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,15,,0,,0,,5,,5
Redbridge 025A,E01003691,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,40,,0,,100,,0,,10
Redbridge 026A,E01003781,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,35,,0,,160,,0,,150,,50,,50
Redbridge 026B,E01003782,5,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,5,,0,,20,,0,,10,,10,,0
Redbridge 026C,E01003786,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0
Redbridge 026D,E01003787,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,10,,0,,125,,10,,0
Redbridge 027A,E01003790,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,,0,,75,,0,,15
Redbridge 027B,E01003791,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,0,,5,,5
Redbridge 027C,E01003792,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,10,,0,,5,,15,,10
Redbridge 027D,E01003793,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,0,,20,,0,,0,,0,,5
Redbridge 028A,E01003713,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,5,,0,,15,,20,,0
Redbridge 028B,E01003714,0,,0,,0,,0,,0,,30,,15,,0,,0,,0,,25,,5,,0,,30,,10,,0,,75,,0
Redbridge 028C,E01003715,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,0,,20,,0,,0,,20,,5
Redbridge 028D,E01003716,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,20,,5
Redbridge 028E,E01003717,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,15,,0,,10,,15,,5
Redbridge 028F,E01003718,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,10,,0,,15,,0,,10,,20,,0
Redbridge 028G,E01003719,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,5,,0,,75,,0,,100,,50,,0
Redbridge 029A,E01003783,5,,0,,0,,0,,10,,5,,35,,0,,45,,5,,10,,30,,0,,1500,,150,,25,,100,,15
Redbridge 029B,E01003784,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0
Redbridge 029C,E01003785,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,125,,0,,0,,5,,0
Redbridge 029D,E01003788,0,,0,,0,,0,,0,,0,,25,,0,,10,,0,,20,,10,,0,,130,,0,,100,,125,,5
Redbridge 030A,E01003683,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0
Redbridge 030B,E01003684,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0
Redbridge 030C,E01003685,0,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0,,5,,0,,5,,0,,0,,5,,0
Redbridge 030D,E01003686,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,15,,0,,0,,15,,0
Redbridge 030E,E01003687,150,,0,,0,,0,,0,,45,,50,,0,,75,,0,,25,,35,,0,,400,,1750,,15,,150,,50
Redbridge 030F,E01003688,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,,0,,0,,25,,0
Redbridge 030G,E01003689,0,,0,,0,,0,,0,,15,,40,,300,,150,,0,,20,,30,,0,,600,,700,,225,,375,,150
Redbridge 031A,E01003737,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,100,,15,,20
Redbridge 031B,E01003738,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,20,,0,,0
Redbridge 031C,E01003739,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,75,,45,,0
Redbridge 031D,E01003740,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,0,,15,,0
Redbridge 031E,E01003741,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Redbridge 031F,E01003742,0,,0,,0,,0,,0,,5,,15,,0,,0,,0,,0,,10,,0,,35,,0,,125,,15,,0
Redbridge 031G,E01003743,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,5,,10,,100,,45,,0
Redbridge 032A,E01003728,15,,0,,0,,0,,0,,5,,5,,350,,50,,125,,0,,15,,0,,175,,20,,20,,450,,15
Redbridge 032B,E01003729,5,,0,,0,,0,,0,,15,,20,,0,,0,,0,,5,,0,,0,,40,,0,,0,,25,,10
Redbridge 032C,E01003730,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Redbridge 032D,E01003732,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,0,,0,,125,,125,,0
Redbridge 032E,E01003733,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50,,5
Redbridge 033B,E01003734,0,,0,,0,,0,,0,,5,,20,,0,,0,,0,,0,,5,,0,,5,,0,,75,,75,,0
Redbridge 033C,E01003735,0,,0,,0,,0,,0,,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,100,,35,,0
Redbridge 033D,E01003736,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,0,,0,,300,,0,,0,,10,,0
Redbridge 033A,E01003731,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0
Richmond upon Thames 001A,E01003797,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,45,,0,,175,,30,,15
Richmond upon Thames 001B,E01003798,5,,0,,0,,0,,0,,0,,10,,0,,5,,0,,0,,10,,0,,110,,0,,20,,20,,20
Richmond upon Thames 001C,E01003799,5,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,10,,0,,60,,0,,0,,50,,125
Richmond upon Thames 001D,E01003800,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,25,,0,,40,,5,,15
Richmond upon Thames 001E,E01003801,15,,0,,0,,0,,0,,0,,25,,0,,0,,0,,5,,30,,0,,120,,0,,350,,40,,20
Richmond upon Thames 001F,E01003802,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,40,,0,,10,,5,,15
Richmond upon Thames 001G,E01003803,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,5,,0,,15
Richmond upon Thames 002A,E01003846,5,,0,,0,,0,,0,,0,,40,,0,,0,,0,,5,,5,,0,,170,,0,,0,,10,,20
Richmond upon Thames 002B,E01003847,0,,0,,0,,0,,0,,5,,5,,0,,5,,0,,5,,15,,0,,70,,0,,200,,20,,600
Richmond upon Thames 002C,E01003849,5,,0,,0,,0,,0,,0,,35,,0,,0,,0,,0,,15,,0,,70,,0,,0,,50,,35
Richmond upon Thames 002D,E01003851,5,,0,,0,,0,,5,,0,,25,,0,,0,,0,,0,,15,,0,,60,,0,,50,,50,,35
Richmond upon Thames 002E,E01003860,5,,0,,0,,0,,0,,5,,10,,5,,0,,0,,0,,75,,0,,150,,0,,10,,250,,230
Richmond upon Thames 002F,E01003864,10,,0,,0,,0,,0,,10,,5,,0,,0,,0,,5,,30,,0,,220,,0,,125,,10,,75
Richmond upon Thames 003A,E01003852,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,70,,0,,5,,5,,15
Richmond upon Thames 003B,E01003853,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,75,,10,,15,,25
Richmond upon Thames 003C,E01003854,5,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,100,,15,,0,,20,,20
Richmond upon Thames 003D,E01003855,15,,0,,0,,0,,0,,10,,15,,75,,10,,0,,0,,20,,0,,130,,0,,0,,45,,15
Richmond upon Thames 003E,E01003856,10,,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,100,,0,,180,,0,,30,,25,,45
Richmond upon Thames 003F,E01003857,0,,0,,0,,0,,0,,15,,5,,0,,0,,0,,0,,10,,0,,50,,0,,75,,0,,40
Richmond upon Thames 003G,E01003858,10,,0,,0,,0,,0,,10,,15,,0,,0,,0,,5,,10,,0,,90,,0,,5,,175,,25
Richmond upon Thames 004F,E01003865,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,10,,0,,800,,0,,0,,25,,5
Richmond upon Thames 004C,E01003861,10,,0,,0,,0,,0,,5,,100,,0,,0,,0,,0,,70,,0,,250,,0,,0,,125,,20
Richmond upon Thames 004D,E01003862,20,,0,,0,,0,,0,,10,,5,,0,,0,,0,,0,,15,,0,,30,,40,,0,,0,,100
Richmond upon Thames 004E,E01003863,0,,0,,0,,0,,0,,15,,10,,0,,0,,0,,0,,30,,0,,20,,0,,30,,75,,5
