2011 super output area - lower layer,mnemonic,21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations,,"26 : Manufacture of computer, electronic and optical products"
Barnet 027E,E01000316,0,,0
Barnet 027F,E01000319,0,,0
Barnet 028A,E01000196,0,,100
Barnet 028B,E01000200,0,,0
Barnet 028C,E01000201,0,,0
Barnet 028D,E01000202,0,,0
Barnet 028E,E01000203,0,,0
Barnet 029A,E01000177,0,,0
Barnet 029B,E01000179,0,,0
Barnet 029C,E01000180,0,,0
Barnet 029D,E01000181,0,,0
Barnet 029E,E01000182,0,,0
Barnet 029F,E01000185,0,,0
Barnet 030A,E01000147,0,,0
Barnet 030B,E01000148,0,,0
Barnet 030D,E01000155,0,,0
Barnet 030E,E01033572,0,,5
Barnet 030F,E01033573,0,,0
Barnet 031A,E01000239,0,,0
Barnet 031B,E01000240,0,,0
Barnet 031C,E01000241,0,,0
Barnet 031D,E01000309,0,,0
Barnet 032A,E01000237,0,,0
Barnet 032B,E01000242,0,,0
Barnet 032C,E01000243,0,,20
Barnet 032D,E01000244,0,,0
Barnet 032E,E01000245,0,,0
Barnet 032F,E01000314,0,,0
Barnet 033A,E01000183,0,,0
Barnet 033B,E01000206,0,,0
Barnet 033C,E01000207,0,,0
Barnet 033D,E01000208,0,,0
Barnet 033E,E01000210,0,,0
Barnet 033F,E01000213,0,,0
Barnet 034A,E01000236,0,,0
Barnet 034B,E01000238,0,,0
Barnet 034C,E01000310,0,,15
Barnet 034D,E01000311,0,,0
Barnet 035A,E01000205,0,,0
Barnet 035B,E01000209,0,,0
Barnet 035C,E01000211,0,,0
Barnet 035D,E01000212,0,,0
Barnet 035E,E01000216,0,,0
Barnet 035F,E01000217,0,,0
Barnet 036A,E01000150,0,,10
Barnet 036B,E01000305,0,,0
Barnet 036C,E01000306,0,,0
Barnet 036D,E01000308,0,,0
Barnet 036E,E01000312,0,,0
Barnet 036F,E01000313,0,,0
Barnet 037A,E01000145,0,,0
Barnet 037B,E01000215,0,,0
Barnet 037C,E01000218,0,,0
Barnet 037D,E01000219,0,,0
Barnet 037E,E01000220,0,,0
Barnet 037F,E01000225,0,,0
Barnet 038A,E01000135,0,,0
Barnet 038B,E01000136,0,,0
Barnet 038C,E01000144,0,,0
Barnet 038D,E01000146,0,,0
Barnet 038E,E01000214,0,,0
Barnet 039A,E01000141,0,,0
Barnet 039B,E01000221,0,,0
Barnet 039C,E01000223,0,,0
Barnet 039D,E01000307,0,,0
Barnet 040A,E01000138,0,,0
Barnet 040B,E01000142,0,,0
Barnet 040C,E01000222,0,,0
Barnet 040D,E01000224,0,,0
Barnet 041A,E01000137,0,,0
Barnet 041B,E01000139,0,,0
Barnet 041C,E01000140,0,,0
Barnet 041D,E01000143,0,,0
Bexley 001A,E01000466,0,,5
Bexley 001B,E01000467,0,,0
Bexley 001C,E01000468,0,,0
Bexley 001D,E01000469,0,,0
Bexley 002A,E01000416,0,,0
Bexley 002B,E01000418,0,,0
Bexley 002C,E01000422,0,,0
Bexley 002D,E01000464,0,,0
Bexley 002E,E01000465,0,,0
Bexley 002F,E01000470,0,,0
Bexley 003A,E01000333,0,,0
Bexley 003B,E01000335,0,,0
Bexley 003C,E01000336,0,,0
Bexley 003D,E01000337,0,,0
Bexley 003E,E01000338,0,,0
Bexley 004A,E01000403,0,,10
Bexley 004B,E01000404,0,,0
Bexley 004C,E01000405,0,,0
Bexley 004D,E01000408,0,,0
Bexley 005A,E01000332,0,,0
Bexley 005B,E01000402,0,,0
Bexley 005C,E01000406,0,,0
Bexley 005D,E01000407,0,,0
Bexley 006A,E01000334,0,,0
Bexley 006B,E01000417,0,,0
Bexley 006C,E01000419,0,,0
Bexley 006D,E01000420,0,,0
Bexley 006E,E01000442,0,,0
Bexley 007A,E01000437,0,,0
Bexley 007B,E01000438,0,,0
Bexley 007C,E01000439,0,,0
Bexley 007D,E01000440,0,,0
Bexley 007E,E01000441,0,,0
Bexley 008A,E01000373,0,,0
Bexley 008B,E01000429,0,,0
Bexley 008C,E01000430,0,,5
Bexley 008D,E01000431,0,,0
Bexley 008E,E01000432,0,,10
Bexley 008F,E01000433,0,,0
Bexley 008G,E01000434,0,,0
Bexley 009A,E01000356,0,,0
Bexley 009B,E01000357,0,,0
Bexley 009C,E01000359,0,,0
Bexley 009D,E01000421,0,,0
Bexley 009E,E01000450,0,,0
Bexley 009F,E01000451,0,,0
Bexley 009G,E01000452,0,,0
Bexley 010A,E01000367,0,,0
Bexley 010B,E01000368,0,,0
Bexley 010C,E01000372,0,,0
Bexley 010D,E01000380,0,,125
Bexley 010E,E01000435,0,,0
Bexley 011A,E01000353,0,,0
Bexley 011B,E01000354,0,,0
Bexley 011C,E01000355,0,,0
Bexley 011D,E01000358,0,,0
Bexley 011E,E01000436,0,,0
Bexley 013A,E01000401,0,,0
Bexley 013B,E01000453,0,,0
Bexley 013C,E01000454,0,,0
Bexley 013D,E01000455,0,,0
Bexley 013E,E01000456,0,,0
Bexley 014A,E01000325,0,,0
Bexley 014B,E01000326,0,,0
Bexley 014C,E01000369,0,,0
Bexley 014D,E01000370,0,,0
Bexley 014E,E01000371,0,,0
Bexley 015A,E01000360,0,,0
Bexley 015B,E01000362,0,,0
Bexley 015C,E01000365,0,,0
Bexley 015D,E01000366,0,,0
Bexley 015E,E01000394,0,,0
Bexley 016A,E01000388,0,,0
Bexley 016B,E01000392,0,,0
Bexley 016C,E01000409,0,,0
Bexley 016D,E01000411,0,,0
Bexley 016E,E01000414,0,,0
Bexley 016F,E01000415,0,,0
Bexley 017A,E01000327,0,,0
Bexley 017B,E01000328,0,,0
Bexley 017C,E01000329,0,,0
Bexley 017D,E01000330,0,,0
Bexley 017E,E01000331,0,,0
Bexley 018A,E01000340,0,,0
Bexley 018B,E01000395,0,,0
Bexley 018C,E01000396,0,,0
Bexley 018D,E01000410,0,,0
Bexley 018E,E01000412,0,,0
Bexley 018F,E01000413,0,,0
Bexley 019A,E01000374,0,,0
Bexley 019B,E01000375,0,,5
Bexley 019C,E01000376,0,,0
Bexley 019D,E01000377,0,,0
Bexley 019E,E01000378,0,,0
Bexley 019F,E01000379,0,,0
Bexley 020A,E01000348,0,,0
Bexley 020B,E01000349,0,,0
Bexley 020C,E01000361,0,,0
Bexley 020D,E01000363,0,,0
Bexley 020E,E01000389,0,,0
Bexley 020F,E01000390,0,,0
Bexley 020G,E01000393,0,,0
Bexley 021A,E01000346,0,,0
Bexley 021B,E01000347,0,,0
Bexley 021C,E01000350,0,,0
Bexley 021D,E01000352,0,,0
Bexley 021E,E01000391,0,,0
Bexley 022A,E01000341,0,,0
Bexley 022B,E01000342,0,,0
Bexley 022C,E01000343,0,,0
Bexley 022D,E01000345,0,,0
Bexley 022E,E01000460,0,,0
Bexley 023A,E01000364,0,,0
Bexley 023B,E01000444,0,,0
Bexley 023C,E01000447,0,,10
Bexley 023D,E01000448,0,,0
Bexley 023E,E01000449,0,,0
Bexley 024A,E01000351,0,,0
Bexley 024B,E01000443,0,,0
Bexley 024C,E01000445,0,,0
Bexley 024D,E01000446,0,,0
Bexley 024E,E01000461,0,,5
Bexley 025A,E01000339,0,,0
Bexley 025B,E01000344,0,,0
Bexley 025C,E01000423,0,,0
Bexley 025D,E01000425,0,,0
Bexley 025E,E01000463,0,,0
Bexley 026A,E01000424,0,,0
Bexley 026B,E01000426,0,,0
Bexley 026C,E01000427,0,,0
Bexley 026D,E01000457,0,,0
Bexley 026E,E01000462,0,,0
Bexley 027A,E01000382,0,,0
Bexley 027B,E01000384,0,,0
Bexley 027C,E01000387,0,,0
Bexley 027D,E01000428,0,,10
Bexley 027E,E01000458,0,,0
Bexley 027F,E01000459,0,,0
Bexley 028A,E01000381,0,,0
Bexley 028B,E01000383,0,,0
Bexley 028C,E01000385,0,,0
Bexley 028D,E01000386,0,,0
Bexley 029A,E01000398,0,,0
Bexley 029B,E01000399,0,,0
Bexley 029C,E01000400,0,,0
Bexley 029D,E01032566,0,,0
Brent 001A,E01000587,0,,0
Brent 001B,E01000589,0,,0
Brent 001C,E01000590,0,,0
Brent 001D,E01000592,0,,0
Brent 001E,E01000593,0,,0
Brent 001F,E01000594,0,,0
Brent 002A,E01000513,0,,0
Brent 002B,E01000514,0,,0
Brent 002C,E01000516,0,,0
Brent 002D,E01000520,0,,0
Brent 002E,E01000588,0,,0
Brent 003A,E01000515,0,,0
Brent 003B,E01000517,0,,0
Brent 003E,E01000543,0,,0
Brent 003F,E01000591,0,,0
Brent 003G,E01033463,0,,0
Brent 004A,E01000536,0,,0
Brent 004B,E01000538,0,,0
Brent 004C,E01000539,0,,0
Brent 004D,E01000540,0,,0
Brent 004E,E01000541,0,,0
Brent 005A,E01000518,0,,0
Brent 005B,E01000519,0,,0
Brent 005C,E01000623,0,,0
Brent 005D,E01000624,0,,0
Brent 005E,E01000629,0,,0
Brent 006A,E01000480,0,,0
Brent 006B,E01000484,0,,0
Brent 006C,E01000485,0,,0
Brent 006D,E01000486,0,,0
Brent 006E,E01000487,0,,0
Brent 007A,E01000572,0,,0
Brent 007B,E01000573,0,,0
Brent 007C,E01000574,0,,0
Brent 007D,E01000575,0,,0
Brent 007E,E01000577,0,,0
Brent 008A,E01000562,0,,0
Brent 008B,E01000563,0,,0
Brent 008C,E01000566,0,,0
Brent 008D,E01000568,0,,0
Brent 008E,E01000569,0,,0
Brent 009A,E01000479,0,,0
Brent 009B,E01000481,0,,0
Brent 009C,E01000482,0,,0
Brent 009D,E01000483,0,,0
Brent 009E,E01000625,0,,0
Brent 010B,E01000498,0,,0
Brent 010D,E01000622,0,,0
Brent 010E,E01000626,0,,0
Brent 010F,E01033464,0,,0
Brent 011A,E01000497,0,,0
Brent 011B,E01000499,50,,0
Brent 011C,E01000501,0,,0
Brent 011D,E01000502,0,,0
Brent 011E,E01000503,0,,0
Brent 012A,E01000570,0,,0
Brent 012B,E01000571,0,,0
Brent 012C,E01000576,0,,0
Brent 012D,E01000578,0,,0
Brent 013A,E01000564,0,,0
Brent 013B,E01000565,0,,0
Brent 013C,E01000607,0,,0
Brent 013D,E01000608,0,,0
Brent 013E,E01000613,0,,0
Brent 014A,E01000506,0,,5
Brent 014B,E01000509,0,,0
Brent 014C,E01000510,0,,0
Brent 014D,E01000511,0,,0
Brent 014E,E01000627,0,,0
Brent 014F,E01000628,0,,0
Brent 015A,E01000553,0,,0
Brent 015B,E01000554,0,,0
Brent 015C,E01000555,0,,0
Brent 015D,E01000556,0,,0
Brent 015E,E01000557,0,,0
Brent 015F,E01000558,0,,0
Brent 016A,E01000567,0,,0
Brent 016B,E01000606,0,,0
Brent 016C,E01000609,0,,0
Brent 016D,E01000611,0,,0
Brent 017B,E01000615,0,,10
Brent 017C,E01000617,0,,0
Brent 017D,E01000618,0,,0
Brent 017E,E01000619,0,,0
Brent 017F,E01033424,0,,0
Brent 017G,E01033457,0,,0
Brent 018A,E01000504,0,,0
Brent 018B,E01000505,0,,0
Brent 018C,E01000507,0,,0
Brent 018D,E01000512,0,,0
Brent 018E,E01000559,0,,0
Brent 019A,E01000610,0,,0
Brent 019B,E01000612,0,,5
Brent 019C,E01000631,0,,0
Brent 019D,E01000633,0,,0
Brent 019E,E01000634,0,,0
Brent 020A,E01000616,0,,0
Brent 020B,E01000620,0,,0
Brent 020C,E01000621,0,,0
Brent 020D,E01000635,0,,0
Brent 020E,E01000636,0,,0
Brent 021A,E01000596,0,,0
Brent 021B,E01000601,0,,0
Brent 021C,E01000602,0,,0
Brent 021D,E01000603,0,,0
Brent 021E,E01000604,0,,0
Brent 021F,E01000605,0,,0
Brent 022A,E01000488,0,,0
Brent 022B,E01000637,0,,0
Brent 022C,E01000639,0,,0
Brent 022D,E01000642,0,,0
Brent 022E,E01000644,0,,0
Brent 023A,E01000490,0,,0
Brent 023B,E01000494,0,,0
Brent 023C,E01000495,0,,0
Brent 023D,E01000560,0,,0
Brent 023E,E01000561,0,,0
Brent 024A,E01000638,0,,0
Brent 024B,E01000640,0,,0
Brent 024C,E01000641,0,,0
Brent 024D,E01000643,0,,0
Brent 025A,E01000508,0,,0
Brent 025B,E01000521,0,,0
Brent 025C,E01000522,0,,0
Brent 025D,E01000526,0,,0
Brent 025E,E01000527,0,,0
Brent 025F,E01000528,0,,0
Brent 026A,E01000471,0,,0
Brent 026B,E01000474,0,,0
Brent 026C,E01000476,0,,0
Brent 026D,E01000477,0,,45
Brent 026E,E01000630,0,,0
Brent 027A,E01000595,0,,0
Brent 027D,E01000599,0,,0
Brent 027E,E01000600,225,,100
Brent 027F,E01033456,0,,0
Brent 028A,E01000545,0,,0
Brent 028B,E01000546,0,,0
Brent 028C,E01000547,0,,0
Brent 028D,E01000548,0,,0
Brent 028E,E01000549,0,,0
Brent 029A,E01000472,35,,35
Brent 029B,E01000473,0,,0
Brent 029C,E01000475,0,,0
Brent 029D,E01000478,0,,40
Brent 029E,E01000632,0,,0
Brent 030A,E01000489,0,,0
Brent 030B,E01000491,0,,0
Brent 030C,E01000492,0,,0
Brent 030D,E01000493,0,,0
Brent 030E,E01000581,0,,0
Brent 031A,E01000523,0,,0
Brent 031B,E01000524,0,,0
Brent 031C,E01000525,0,,0
Brent 031E,E01000533,0,,0
Brent 031F,E01000535,0,,0
Brent 031G,E01033455,0,,0
Brent 031H,E01033485,0,,0
Brent 032A,E01000579,0,,0
Brent 032B,E01000580,0,,0
Brent 032C,E01000582,0,,0
Brent 032D,E01000583,0,,15
Brent 032E,E01000586,0,,0
Brent 033A,E01000530,0,,0
Brent 033B,E01000531,0,,0
Brent 033C,E01000532,0,,0
Brent 033D,E01000534,0,,0
Brent 033E,E01000584,0,,0
Brent 033F,E01000585,0,,0
Brent 034A,E01000544,0,,0
Brent 034B,E01000550,0,,0
Brent 034C,E01000551,0,,0
Brent 034D,E01000552,0,,0
Bromley 001A,E01000779,0,,0
Bromley 001B,E01000780,0,,0
Bromley 001C,E01000781,0,,0
Bromley 001D,E01000782,0,,0
Bromley 001E,E01000783,0,,0
Bromley 001F,E01000785,0,,0
Bromley 002A,E01000689,0,,0
Bromley 002B,E01000690,0,,0
Bromley 002C,E01000691,0,,0
Bromley 002D,E01000692,0,,0
Bromley 002E,E01000784,0,,0
Bromley 004A,E01000799,0,,0
Bromley 004B,E01000802,0,,0
Bromley 004C,E01000803,0,,0
Bromley 004D,E01000804,0,,0
Bromley 004E,E01000805,0,,0
Bromley 005A,E01000740,0,,0
Bromley 005B,E01000741,0,,0
Bromley 005C,E01000742,0,,0
Bromley 005D,E01000745,0,,0
Bromley 005E,E01000746,0,,0
Bromley 006A,E01000709,0,,0
Bromley 006B,E01000710,0,,0
Bromley 006C,E01000711,0,,0
Bromley 006D,E01000714,0,,0
Bromley 006E,E01000718,0,,0
Bromley 007A,E01000645,0,,0
Bromley 007B,E01000649,0,,0
Bromley 007C,E01000694,0,,0
Bromley 007D,E01000695,0,,0
Bromley 007E,E01000696,0,,0
Bromley 007F,E01000697,0,,0
Bromley 008A,E01000674,0,,5
Bromley 008B,E01000676,0,,0
Bromley 008C,E01000820,0,,0
Bromley 008D,E01000822,0,,0
Bromley 008E,E01000823,0,,0
Bromley 008F,E01000824,0,,0
Bromley 008G,E01000825,0,,0
Bromley 009A,E01000743,0,,0
Bromley 009B,E01000744,0,,0
Bromley 009C,E01000796,0,,0
Bromley 009D,E01000798,0,,0
Bromley 009E,E01000800,0,,0
Bromley 009F,E01000806,0,,0
Bromley 010A,E01000693,0,,0
Bromley 010B,E01000698,0,,0
Bromley 010C,E01000736,0,,0
Bromley 010D,E01000737,0,,5
Bromley 011A,E01000672,0,,0
Bromley 011B,E01000673,0,,0
Bromley 011C,E01000716,0,,0
Bromley 011D,E01000717,0,,0
Bromley 011E,E01000828,0,,0
Bromley 012A,E01000712,0,,0
Bromley 012B,E01000713,0,,0
Bromley 012C,E01000715,0,,0
Bromley 012D,E01000770,0,,0
Bromley 012E,E01000772,0,,0
Bromley 013A,E01000700,0,,0
Bromley 013B,E01000702,0,,0
Bromley 013C,E01000703,0,,0
Bromley 013D,E01000706,0,,0
Bromley 013E,E01000797,0,,35
Bromley 014A,E01000729,0,,0
Bromley 014B,E01000730,0,,15
Bromley 014C,E01000735,0,,0
Bromley 014D,E01000738,0,,0
Bromley 014E,E01000739,0,,0
Bromley 015A,E01000699,0,,0
Bromley 015B,E01000701,0,,10
Bromley 015C,E01000704,0,,0
Bromley 015D,E01000705,0,,0
Bromley 015E,E01000801,0,,0
Bromley 016A,E01000646,0,,0
Bromley 016B,E01000647,0,,0
Bromley 016C,E01000648,0,,0
Bromley 016D,E01000653,0,,0
Bromley 016E,E01000678,0,,5
Bromley 018A,E01000670,0,,0
Bromley 018B,E01000675,0,,0
Bromley 018C,E01000677,0,,0
Bromley 018D,E01000762,0,,0
Bromley 018E,E01000829,0,,0
Bromley 019A,E01000719,0,,0
Bromley 019B,E01000720,0,,0
Bromley 019C,E01000721,0,,0
Bromley 019D,E01000724,0,,0
Bromley 019E,E01000728,0,,50
Bromley 020A,E01000651,0,,0
Bromley 020B,E01000668,0,,5
Bromley 020C,E01000669,0,,0
Bromley 020D,E01000671,0,,0
Bromley 020E,E01000679,0,,0
Bromley 021A,E01000826,0,,0
Bromley 021B,E01000827,0,,0
Bromley 021C,E01000830,0,,0
Bromley 021D,E01000831,0,,0
Bromley 021E,E01000833,0,,0
Bromley 022A,E01000650,0,,0
Bromley 022B,E01000652,0,,0
Bromley 022C,E01000807,0,,0
Bromley 022D,E01000809,0,,0
Bromley 023A,E01000722,0,,30
Bromley 023B,E01000725,0,,125
Bromley 023C,E01000731,0,,0
Bromley 023D,E01000732,0,,0
Bromley 023E,E01000733,0,,0
Bromley 024A,E01000769,0,,0
Bromley 024B,E01000773,0,,0
Bromley 024C,E01000775,0,,0
Bromley 024D,E01000777,0,,0
Bromley 024E,E01000778,0,,0
Bromley 025A,E01000808,0,,0
Bromley 025B,E01000810,0,,0
Bromley 025C,E01000811,0,,0
Bromley 025D,E01000813,0,,0
Bromley 025E,E01000815,0,,0
Bromley 026A,E01000661,0,,0
Bromley 026B,E01000662,0,,0
Bromley 026C,E01000663,0,,0
Bromley 026D,E01000664,0,,0
Bromley 027A,E01000763,0,,0
Bromley 027B,E01000764,0,,0
Bromley 027C,E01000766,0,,0
Bromley 027D,E01000767,0,,0
Bromley 027E,E01000834,0,,0
Bromley 028A,E01000727,0,,0
Bromley 028B,E01000734,0,,0
Bromley 028C,E01000790,0,,0
Bromley 028D,E01000812,0,,20
Bromley 028E,E01000814,0,,0
Bromley 029A,E01000723,0,,0
Bromley 029B,E01000726,0,,0
Bromley 029C,E01000787,0,,0
Bromley 029D,E01000788,0,,25
Bromley 029E,E01000791,0,,5
Bromley 030A,E01000832,0,,0
Bromley 030B,E01000835,0,,0
Bromley 030C,E01000836,0,,0
Bromley 030D,E01000837,0,,0
Bromley 030E,E01000838,0,,0
Bromley 030F,E01000839,0,,0
Bromley 030G,E01000840,0,,0
Bromley 030H,E01000841,0,,0
Bromley 031A,E01000753,0,,0
Bromley 031B,E01000754,0,,0
Bromley 031C,E01000755,0,,0
Bromley 031D,E01000757,0,,0
Bromley 031E,E01000758,0,,0
Bromley 032A,E01000786,0,,0
Bromley 032B,E01000789,0,,0
Bromley 032C,E01000792,0,,0
Bromley 032D,E01000793,0,,0
Bromley 032E,E01000795,0,,0
Bromley 033A,E01000665,0,,5
Bromley 033B,E01000666,0,,0
Bromley 033C,E01000667,0,,0
Bromley 033D,E01000756,0,,0
Bromley 034A,E01000759,0,,0
Bromley 034B,E01000760,0,,0
Bromley 034C,E01000761,0,,0
Bromley 034D,E01000765,0,,5
Bromley 034E,E01000768,0,,0
Bromley 035A,E01000681,0,,0
Bromley 035B,E01000682,0,,0
Bromley 035C,E01000683,0,,0
Bromley 035D,E01000684,0,,0
Bromley 035E,E01000794,0,,0
Bromley 036A,E01000749,0,,0
Bromley 036B,E01000750,0,,0
Bromley 036C,E01000751,0,,0
Bromley 036D,E01000752,0,,0
Bromley 037A,E01000680,0,,0
Bromley 037B,E01000685,0,,0
Bromley 037C,E01000686,0,,0
Bromley 037D,E01000687,0,,0
Bromley 037E,E01000688,0,,0
Bromley 039A,E01000654,0,,0
Bromley 039B,E01000655,0,,0
Bromley 039C,E01000656,0,,0
Bromley 039D,E01000657,0,,0
Bromley 039E,E01000659,0,,0
Bromley 040A,E01000816,0,,0
Bromley 040B,E01000818,0,,0
Bromley 040C,E01000819,0,,0
Bromley 040D,E01032562,0,,0
Bromley 040E,E01032563,0,,0
Bromley 041A,E01000707,0,,0
Bromley 041B,E01000708,0,,0
Bromley 041C,E01000771,0,,0
Bromley 041D,E01000774,0,,0
Bromley 041E,E01032568,0,,0
Bromley 042A,E01000658,0,,10
Bromley 042B,E01000747,0,,0
Bromley 042C,E01000748,0,,0
Bromley 042D,E01032570,0,,0
Croydon 001A,E01001137,0,,0
Croydon 001B,E01001138,0,,0
Croydon 001C,E01001156,0,,0
Croydon 001D,E01001162,0,,0
Croydon 001E,E01001164,0,,0
Croydon 002A,E01001084,0,,0
Croydon 002B,E01001157,0,,0
Croydon 002C,E01001159,0,,0
Croydon 002D,E01001160,0,,0
Croydon 002E,E01001163,0,,0
Croydon 003A,E01001083,0,,0
Croydon 003B,E01001086,0,,0
Croydon 003C,E01001087,0,,0
Croydon 003D,E01001161,0,,0
Croydon 004A,E01001085,0,,0
Croydon 004B,E01001088,0,,0
Croydon 004C,E01001089,0,,0
Croydon 004D,E01001090,0,,0
Croydon 004E,E01001091,0,,0
Croydon 005A,E01001147,0,,0
Croydon 005B,E01001148,0,,0
Croydon 005C,E01001151,0,,0
Croydon 005D,E01001152,0,,0
Croydon 005E,E01001158,0,,0
Croydon 006A,E01001146,0,,0
Croydon 006B,E01001149,0,,0
Croydon 006C,E01001150,0,,0
Croydon 006D,E01001153,0,,0
Croydon 006E,E01001154,0,,0
Croydon 007A,E01001136,0,,0
Croydon 007B,E01001139,0,,0
Croydon 007C,E01001140,0,,0
Croydon 007D,E01001142,0,,0
Croydon 007E,E01001144,0,,0
Croydon 008A,E01001141,0,,0
Croydon 008B,E01001143,0,,0
Croydon 008C,E01001145,0,,0
Croydon 008D,E01001191,0,,0
Croydon 008E,E01001192,0,,0
Croydon 009A,E01000994,0,,0
Croydon 009B,E01000995,0,,5
Croydon 009C,E01000996,0,,0
Croydon 009D,E01000997,0,,0
Croydon 009E,E01000999,0,,0
Croydon 009F,E01001002,0,,0
Croydon 010A,E01000998,0,,0
Croydon 010B,E01001000,0,,0
Croydon 010C,E01001003,0,,0
Croydon 010D,E01001111,0,,0
Croydon 010E,E01001155,0,,0
Croydon 011A,E01001174,0,,0
Croydon 011B,E01001175,0,,0
Croydon 011C,E01001176,0,,0
Croydon 011D,E01001182,0,,0
Croydon 011E,E01001183,0,,0
Croydon 011F,E01001184,0,,0
Croydon 013A,E01001001,0,,0
Croydon 013B,E01001109,0,,0
Croydon 013C,E01001112,0,,0
Croydon 013D,E01001113,0,,0
Croydon 013E,E01001114,0,,0
Croydon 013F,E01001116,0,,0
Croydon 014A,E01000992,0,,0
Croydon 014B,E01001185,0,,0
Croydon 014C,E01001186,0,,0
Croydon 014D,E01001188,0,,0
Croydon 014E,E01001193,0,,0
Croydon 015A,E01001004,0,,0
Croydon 015B,E01001115,0,,0
Croydon 015C,E01001117,0,,0
Croydon 015D,E01001178,0,,0
Croydon 015E,E01001181,0,,0
Croydon 016A,E01001006,0,,0
Croydon 016B,E01001007,0,,0
Croydon 016C,E01001177,0,,0
Croydon 016D,E01001179,0,,0
Croydon 016E,E01001180,0,,0
Croydon 017A,E01000980,0,,0
Croydon 017B,E01000981,0,,0
Croydon 017C,E01000982,0,,0
Croydon 017D,E01000983,0,,0
Croydon 017E,E01001187,0,,0
Croydon 018A,E01000989,0,,0
Croydon 018B,E01000991,0,,0
Croydon 018C,E01001131,0,,0
Croydon 018D,E01001132,0,,0
Croydon 018E,E01001134,0,,5
Croydon 019A,E01001005,0,,0
Croydon 019B,E01001008,0,,5
Croydon 019C,E01001009,0,,0
Croydon 019D,E01001010,0,,0
Croydon 019E,E01001011,0,,0
Croydon 020A,E01001012,0,,0
Croydon 020B,E01001013,0,,0
Croydon 020C,E01001048,0,,0
Croydon 020D,E01001110,0,,0
Croydon 020E,E01001118,0,,0
Croydon 021A,E01000985,0,,0
Croydon 021B,E01000986,0,,0
Croydon 021C,E01000987,0,,0
Croydon 021D,E01000993,0,,0
Croydon 022A,E01000975,0,,0
Croydon 022B,E01000976,0,,0
Croydon 022C,E01000977,0,,0
Croydon 022D,E01000978,0,,0
Croydon 022E,E01000979,0,,0
Croydon 022F,E01000984,0,,0
Croydon 023A,E01001044,0,,0
Croydon 023B,E01001046,0,,0
Croydon 023C,E01001049,0,,0
Croydon 023D,E01001050,0,,0
Croydon 024A,E01001014,0,,0
Croydon 024B,E01001042,0,,0
Croydon 024C,E01001165,0,,0
Croydon 024D,E01001166,0,,0
Croydon 024E,E01001168,0,,0
Croydon 025A,E01001127,0,,0
Croydon 025B,E01001128,0,,0
Croydon 025C,E01001130,0,,0
Croydon 025D,E01001135,0,,0
Croydon 026A,E01001062,0,,0
Croydon 026B,E01001063,0,,0
Croydon 026C,E01001064,0,,0
Croydon 026D,E01001129,0,,0
Croydon 026E,E01001133,0,,0
Croydon 027A,E01001035,0,,0
Croydon 027B,E01001043,0,,0
Croydon 027C,E01001045,0,,0
Croydon 027D,E01001047,0,,0
Croydon 027E,E01001170,0,,5
Croydon 028A,E01001167,0,,0
Croydon 028B,E01001169,0,,0
Croydon 028C,E01001171,0,,0
Croydon 028D,E01001172,0,,0
Croydon 028E,E01001173,0,,0
Croydon 029A,E01001036,0,,0
Croydon 029B,E01001037,0,,0
Croydon 029C,E01001038,0,,0
Croydon 029D,E01001039,0,,0
Croydon 029E,E01001040,0,,0
Croydon 030A,E01001051,0,,0
Croydon 030B,E01001052,0,,0
Croydon 030C,E01001054,0,,0
Croydon 030D,E01001056,0,,0
Croydon 030E,E01001057,0,,0
Croydon 031A,E01001033,0,,0
Croydon 031B,E01001034,0,,0
Croydon 031C,E01001041,0,,0
Croydon 031D,E01001095,0,,0
Croydon 031E,E01001100,0,,0
Croydon 032A,E01001053,0,,0
Croydon 032B,E01001055,0,,0
Croydon 032C,E01001077,0,,0
Croydon 032D,E01001078,0,,0
Croydon 032E,E01001082,0,,35
Croydon 033A,E01001120,0,,0
Croydon 033B,E01001122,0,,0
Croydon 033C,E01001123,0,,0
Croydon 033D,E01001124,0,,0
Croydon 033E,E01001125,0,,0
Croydon 034A,E01001058,0,,0
Croydon 034B,E01001059,0,,0
Croydon 034C,E01001060,0,,0
Croydon 034D,E01001061,0,,0
Croydon 034E,E01001065,0,,0
Croydon 034F,E01001066,0,,0
Croydon 034G,E01001119,0,,0
Croydon 034H,E01001126,0,,0
Croydon 035A,E01001032,0,,0
Croydon 035B,E01001101,0,,0
Croydon 035C,E01001102,0,,0
Croydon 035D,E01001107,0,,5
Croydon 035E,E01001108,0,,0
Croydon 036A,E01001076,0,,0
Croydon 036B,E01001079,0,,150
Croydon 036C,E01001080,0,,0
Croydon 036D,E01001081,0,,0
Croydon 037A,E01001073,0,,0
Croydon 037B,E01001092,0,,0
Croydon 037C,E01001093,0,,0
Croydon 037D,E01001096,0,,0
Croydon 037E,E01001097,0,,0
Croydon 037F,E01001098,0,,0
Croydon 038A,E01001028,0,,0
Croydon 038B,E01001029,0,,0
Croydon 038C,E01001030,0,,0
Croydon 038D,E01001031,0,,0
Croydon 038E,E01001094,0,,0
Croydon 039A,E01001103,0,,0
Croydon 039B,E01001105,0,,0
Croydon 039C,E01001106,0,,0
Croydon 039D,E01001121,0,,0
Croydon 040A,E01001069,0,,0
Croydon 040B,E01001070,0,,0
