2011 super output area - lower layer,mnemonic,21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations,,"26 : Manufacture of computer, electronic and optical products"
Redbridge 031D,E01003740,0,,0
Redbridge 031E,E01003741,0,,0
Redbridge 031F,E01003742,0,,0
Redbridge 031G,E01003743,0,,0
Redbridge 032A,E01003728,0,,0
Redbridge 032B,E01003729,0,,0
Redbridge 032C,E01003730,0,,0
Redbridge 032D,E01003732,0,,0
Redbridge 032E,E01003733,0,,0
Redbridge 033A,E01003731,0,,0
Redbridge 033B,E01003734,0,,0
Redbridge 033C,E01003735,0,,0
Redbridge 033D,E01003736,0,,0
Redbridge 034A,E01003713,0,,0
Redbridge 034B,E01003714,0,,0
Redbridge 034C,E01003715,0,,0
Redbridge 034D,E01003716,0,,0
Redbridge 034E,E01003718,0,,0
Redbridge 034F,E01003719,0,,0
Redbridge 034G,E01032581,0,,0
Redbridge 035A,E01003690,0,,0
Redbridge 035B,E01003691,0,,0
Redbridge 035C,E01003692,0,,0
Redbridge 035D,E01003693,0,,0
Redbridge 035E,E01003694,0,,0
Redbridge 035F,E01003695,0,,0
Redbridge 035G,E01003696,0,,0
Redbridge 035H,E01003697,0,,0
Redbridge 036A,E01003675,0,,0
Redbridge 036B,E01003676,0,,0
Redbridge 036C,E01003677,0,,0
Redbridge 036D,E01003678,0,,0
Redbridge 036E,E01003679,0,,0
Redbridge 036F,E01003680,0,,0
Redbridge 036G,E01003681,0,,0
Redbridge 036H,E01003682,0,,0
Richmond upon Thames 001A,E01003797,0,,0
Richmond upon Thames 001B,E01003798,0,,0
Richmond upon Thames 001C,E01003799,0,,0
Richmond upon Thames 001D,E01003800,0,,0
Richmond upon Thames 001E,E01003801,0,,0
Richmond upon Thames 001F,E01003802,0,,0
Richmond upon Thames 001G,E01003803,0,,0
Richmond upon Thames 002A,E01003846,0,,0
Richmond upon Thames 002B,E01003847,0,,0
Richmond upon Thames 002C,E01003849,0,,0
Richmond upon Thames 002D,E01003851,0,,0
Richmond upon Thames 002E,E01003860,0,,0
Richmond upon Thames 002F,E01003864,0,,0
Richmond upon Thames 003A,E01003852,0,,0
Richmond upon Thames 003B,E01003853,0,,0
Richmond upon Thames 003C,E01003854,0,,0
Richmond upon Thames 003D,E01003855,0,,0
Richmond upon Thames 003E,E01003856,0,,0
Richmond upon Thames 003F,E01003857,0,,0
Richmond upon Thames 003G,E01003858,0,,0
Richmond upon Thames 004A,E01003848,0,,0
Richmond upon Thames 004C,E01003861,0,,5
Richmond upon Thames 004D,E01003862,0,,5
Richmond upon Thames 004E,E01003863,0,,0
Richmond upon Thames 004F,E01003865,0,,0
Richmond upon Thames 004G,E01033570,0,,0
Richmond upon Thames 004H,E01033571,0,,0
Richmond upon Thames 005A,E01003804,0,,0
Richmond upon Thames 005B,E01003807,0,,0
Richmond upon Thames 005C,E01003808,0,,0
Richmond upon Thames 005D,E01003809,0,,0
Richmond upon Thames 005E,E01003859,0,,0
Richmond upon Thames 006A,E01003873,0,,0
Richmond upon Thames 006B,E01003874,0,,0
Richmond upon Thames 006C,E01003875,0,,0
Richmond upon Thames 006D,E01003878,0,,0
Richmond upon Thames 007A,E01003866,0,,25
Richmond upon Thames 007B,E01003868,0,,0
Richmond upon Thames 007C,E01003871,0,,0
Richmond upon Thames 007D,E01003872,0,,0
Richmond upon Thames 008A,E01003821,0,,0
Richmond upon Thames 008B,E01003876,15,,0
Richmond upon Thames 008C,E01003877,0,,0
Richmond upon Thames 008D,E01003879,0,,0
Richmond upon Thames 009A,E01003892,0,,0
Richmond upon Thames 009B,E01003893,0,,0
Richmond upon Thames 009C,E01003894,0,,0
Richmond upon Thames 009D,E01003895,0,,0
Richmond upon Thames 010A,E01003905,0,,0
Richmond upon Thames 010B,E01003906,0,,0
Richmond upon Thames 010C,E01003907,0,,0
Richmond upon Thames 010D,E01003908,0,,0
Richmond upon Thames 010E,E01003909,0,,0
Richmond upon Thames 011A,E01003867,0,,0
Richmond upon Thames 011B,E01003869,0,,0
Richmond upon Thames 011C,E01003870,0,,0
Richmond upon Thames 011D,E01003910,0,,0
Richmond upon Thames 012A,E01003805,0,,0
Richmond upon Thames 012B,E01003806,0,,0
Richmond upon Thames 012C,E01003816,0,,0
Richmond upon Thames 012D,E01003817,0,,0
Richmond upon Thames 013A,E01003840,0,,0
Richmond upon Thames 013B,E01003841,0,,0
Richmond upon Thames 013C,E01003842,0,,0
Richmond upon Thames 013D,E01003843,0,,0
Richmond upon Thames 013E,E01003844,0,,0
Richmond upon Thames 013F,E01003845,0,,0
Richmond upon Thames 014A,E01003882,0,,0
Richmond upon Thames 014B,E01003883,0,,0
Richmond upon Thames 014C,E01003896,0,,0
Richmond upon Thames 014D,E01003897,0,,5
Richmond upon Thames 015A,E01003898,0,,0
Richmond upon Thames 015B,E01003899,0,,0
Richmond upon Thames 015C,E01003900,0,,0
Richmond upon Thames 015D,E01003901,0,,0
Richmond upon Thames 015E,E01003902,0,,0
Richmond upon Thames 015F,E01003903,0,,0
Richmond upon Thames 015G,E01003904,0,,0
Richmond upon Thames 016A,E01003880,0,,0
Richmond upon Thames 016B,E01003881,0,,0
Richmond upon Thames 016C,E01003884,0,,0
Richmond upon Thames 016D,E01003885,0,,0
Richmond upon Thames 017A,E01003818,0,,0
Richmond upon Thames 017B,E01003819,0,,0
Richmond upon Thames 017C,E01003820,0,,0
Richmond upon Thames 018A,E01003811,0,,0
Richmond upon Thames 018B,E01003812,0,,0
Richmond upon Thames 018C,E01003890,0,,0
Richmond upon Thames 018D,E01003891,0,,0
Richmond upon Thames 019A,E01003810,0,,0
Richmond upon Thames 019B,E01003813,0,,0
Richmond upon Thames 019C,E01003814,0,,0
Richmond upon Thames 019D,E01003815,0,,0
Richmond upon Thames 020A,E01003828,0,,0
Richmond upon Thames 020B,E01003829,0,,0
Richmond upon Thames 020C,E01003830,0,,0
Richmond upon Thames 020D,E01003831,0,,0
Richmond upon Thames 020E,E01003832,0,,0
Richmond upon Thames 020F,E01003833,0,,0
Richmond upon Thames 021A,E01003886,0,,5
Richmond upon Thames 021B,E01003887,0,,0
Richmond upon Thames 021C,E01003888,0,,0
Richmond upon Thames 021D,E01003889,0,,0
Richmond upon Thames 022A,E01003834,0,,5
Richmond upon Thames 022B,E01003835,0,,0
Richmond upon Thames 022C,E01003836,0,,0
Richmond upon Thames 022D,E01003837,0,,0
Richmond upon Thames 022E,E01003838,0,,0
Richmond upon Thames 022F,E01003839,0,,0
Richmond upon Thames 023A,E01003822,0,,0
Richmond upon Thames 023B,E01003823,0,,5
Richmond upon Thames 023C,E01003824,0,,0
Richmond upon Thames 023D,E01003825,0,,0
Richmond upon Thames 023E,E01003826,0,,45
Richmond upon Thames 023F,E01003827,0,,5
Sutton 001A,E01004125,0,,0
Sutton 001B,E01004183,0,,0
Sutton 001C,E01004184,0,,0
Sutton 001D,E01004185,0,,0
Sutton 001E,E01004189,0,,0
Sutton 002A,E01004123,0,,0
Sutton 002B,E01004124,0,,0
Sutton 002C,E01004126,0,,0
Sutton 002D,E01004128,0,,0
Sutton 002E,E01004129,0,,0
Sutton 003A,E01004130,0,,15
Sutton 003B,E01004131,0,,0
Sutton 003C,E01004134,0,,0
Sutton 003D,E01004135,0,,0
Sutton 003E,E01004136,0,,0
Sutton 004A,E01004164,0,,0
Sutton 004B,E01004166,0,,0
Sutton 004C,E01004169,0,,0
Sutton 004D,E01004186,0,,0
Sutton 004E,E01004188,0,,10
Sutton 005A,E01004127,0,,0
Sutton 005B,E01004163,0,,0
Sutton 005C,E01004165,0,,0
Sutton 005D,E01004167,0,,0
Sutton 005E,E01004187,0,,0
Sutton 006A,E01004117,0,,0
Sutton 006B,E01004121,0,,0
Sutton 006C,E01004192,0,,0
Sutton 006D,E01004193,0,,0
Sutton 006E,E01004195,0,,0
Sutton 007A,E01004144,0,,5
Sutton 007B,E01004145,0,,0
Sutton 007C,E01004146,0,,0
Sutton 007D,E01004147,0,,0
Sutton 008A,E01004116,0,,0
Sutton 008B,E01004122,0,,0
Sutton 008C,E01004190,0,,0
Sutton 008D,E01004191,0,,0
Sutton 008E,E01004194,0,,0
Sutton 008F,E01004196,0,,0
Sutton 009A,E01004115,0,,0
Sutton 009B,E01004118,0,,0
Sutton 009C,E01004119,0,,0
Sutton 009D,E01004132,0,,0
Sutton 009E,E01004133,0,,0
Sutton 010A,E01004171,0,,0
Sutton 010B,E01004172,0,,0
Sutton 010C,E01004173,0,,0
Sutton 010D,E01004175,0,,0
Sutton 010E,E01004176,0,,0
Sutton 011A,E01004076,0,,0
Sutton 011B,E01004077,0,,0
Sutton 011C,E01004078,0,,0
Sutton 011D,E01004079,0,,0
Sutton 011E,E01004080,0,,40
Sutton 011F,E01004081,0,,0
Sutton 011G,E01004082,0,,0
Sutton 012A,E01004137,0,,0
Sutton 012B,E01004140,0,,0
Sutton 012C,E01004141,0,,0
Sutton 012D,E01004142,0,,0
Sutton 012E,E01004149,0,,0
Sutton 013A,E01004101,0,,0
Sutton 013B,E01004103,0,,10
Sutton 013C,E01004138,0,,0
Sutton 013D,E01004139,0,,0
Sutton 013E,E01004168,0,,0
Sutton 014A,E01004143,0,,0
Sutton 014B,E01004148,0,,0
Sutton 014C,E01004159,0,,0
Sutton 014D,E01004160,0,,0
Sutton 014E,E01004161,0,,0
Sutton 015A,E01004097,0,,0
Sutton 015B,E01004098,0,,0
Sutton 015C,E01004099,0,,0
Sutton 015D,E01004100,0,,0
Sutton 015E,E01004102,0,,0
Sutton 016A,E01004110,0,,0
Sutton 016B,E01004111,0,,0
Sutton 016C,E01004112,0,,0
Sutton 016D,E01004120,0,,0
Sutton 016E,E01004157,0,,0
Sutton 017A,E01004087,0,,0
Sutton 017B,E01004170,0,,0
Sutton 017C,E01004174,0,,5
Sutton 017D,E01004178,0,,0
Sutton 017E,E01004179,0,,0
Sutton 018A,E01004152,0,,5
Sutton 018B,E01004155,0,,0
Sutton 018C,E01004156,0,,0
Sutton 018D,E01004158,0,,0
Sutton 018E,E01004162,0,,0
Sutton 019A,E01004083,0,,0
Sutton 019B,E01004086,75,,0
Sutton 019C,E01004088,0,,0
Sutton 019D,E01004089,0,,0
Sutton 019E,E01004182,0,,0
Sutton 020A,E01004104,0,,0
Sutton 020B,E01004107,0,,0
Sutton 020C,E01004177,0,,0
Sutton 020D,E01004180,0,,0
Sutton 020E,E01004181,0,,10
Sutton 021A,E01004090,0,,0
Sutton 021B,E01004096,0,,0
Sutton 021C,E01004150,0,,0
Sutton 021D,E01004151,0,,0
Sutton 021E,E01004153,0,,0
Sutton 022A,E01004091,0,,0
Sutton 022B,E01004092,0,,0
Sutton 022C,E01004105,0,,0
Sutton 022D,E01004106,0,,0
Sutton 022E,E01004154,0,,0
Sutton 024A,E01004084,0,,0
Sutton 024B,E01004085,0,,0
Sutton 024C,E01004108,0,,0
Sutton 024D,E01004109,0,,0
Sutton 025A,E01004093,0,,0
Sutton 025B,E01004094,0,,0
Sutton 025C,E01004095,0,,0
Sutton 025D,E01004114,0,,0
Sutton 025E,E01032623,0,,0
Waltham Forest 001A,E01004349,0,,0
Waltham Forest 001B,E01004350,0,,0
Waltham Forest 001C,E01004351,0,,0
Waltham Forest 001D,E01004356,0,,0
Waltham Forest 001E,E01004357,0,,0
Waltham Forest 002A,E01004352,0,,0
Waltham Forest 002B,E01004353,0,,0
Waltham Forest 002C,E01004354,0,,0
Waltham Forest 002D,E01004358,0,,0
Waltham Forest 002E,E01004359,0,,0
Waltham Forest 003A,E01004384,0,,0
Waltham Forest 003B,E01004385,0,,0
Waltham Forest 003C,E01004386,0,,0
Waltham Forest 003D,E01004389,0,,0
Waltham Forest 003E,E01004390,0,,0
Waltham Forest 004A,E01004355,0,,0
Waltham Forest 004B,E01004360,0,,0
Waltham Forest 004C,E01004413,0,,0
Waltham Forest 004D,E01004415,0,,0
Waltham Forest 004E,E01004416,0,,0
Waltham Forest 005A,E01004361,0,,0
Waltham Forest 005B,E01004414,0,,0
Waltham Forest 005C,E01004417,0,,0
Waltham Forest 005D,E01004451,0,,0
Waltham Forest 005E,E01004452,0,,0
Waltham Forest 006A,E01004450,0,,0
Waltham Forest 006B,E01004453,0,,0
Waltham Forest 006C,E01004454,0,,0
Waltham Forest 006D,E01004455,0,,0
Waltham Forest 006E,E01004456,0,,0
Waltham Forest 007A,E01004379,0,,0
Waltham Forest 007B,E01004380,0,,0
Waltham Forest 007C,E01004381,0,,0
Waltham Forest 007D,E01004383,0,,0
Waltham Forest 007E,E01004387,0,,0
Waltham Forest 007F,E01004388,0,,0
Waltham Forest 008A,E01004343,0,,0
Waltham Forest 008B,E01004344,0,,0
Waltham Forest 008C,E01004382,0,,0
Waltham Forest 008D,E01004418,0,,0
Waltham Forest 008E,E01004419,0,,0
Waltham Forest 009A,E01004398,0,,0
Waltham Forest 009B,E01004399,0,,0
Waltham Forest 009C,E01004400,0,,0
Waltham Forest 009D,E01004402,0,,0
Waltham Forest 009E,E01004403,0,,0
Waltham Forest 010A,E01004345,0,,0
Waltham Forest 010B,E01004348,0,,0
Waltham Forest 010C,E01004377,0,,0
Waltham Forest 010D,E01004378,0,,0
Waltham Forest 011A,E01004342,0,,0
Waltham Forest 011B,E01004346,0,,0
Waltham Forest 011C,E01004347,0,,0
Waltham Forest 011D,E01004460,0,,0
Waltham Forest 011E,E01004462,0,,0
Waltham Forest 012A,E01004396,0,,0
Waltham Forest 012B,E01004457,0,,0
Waltham Forest 012C,E01004458,0,,0
Waltham Forest 012D,E01004459,0,,0
Waltham Forest 012E,E01004463,0,,0
Waltham Forest 013A,E01004407,0,,35
Waltham Forest 013B,E01004410,0,,0
Waltham Forest 013C,E01004464,0,,0
Waltham Forest 013D,E01004469,0,,0
Waltham Forest 013E,E01004470,0,,0
Waltham Forest 013F,E01004471,0,,0
Waltham Forest 014A,E01004391,0,,0
Waltham Forest 014B,E01004393,0,,0
Waltham Forest 014C,E01004401,0,,0
Waltham Forest 014D,E01004404,0,,0
Waltham Forest 014E,E01004461,0,,0
Waltham Forest 015A,E01004412,0,,0
Waltham Forest 015B,E01004465,0,,0
Waltham Forest 015C,E01004466,0,,0
Waltham Forest 015D,E01004467,0,,0
Waltham Forest 015E,E01004468,0,,0
Waltham Forest 016A,E01004406,0,,0
Waltham Forest 016B,E01004408,0,,0
Waltham Forest 016C,E01004409,0,,0
Waltham Forest 016D,E01004411,0,,0
Waltham Forest 016E,E01004443,0,,0
Waltham Forest 016F,E01004447,0,,0
Waltham Forest 017A,E01004392,0,,0
Waltham Forest 017B,E01004394,0,,0
Waltham Forest 017C,E01004397,0,,0
Waltham Forest 017D,E01004444,0,,0
Waltham Forest 017E,E01004446,0,,0
Waltham Forest 018A,E01004395,0,,0
Waltham Forest 018B,E01004421,0,,0
Waltham Forest 018C,E01004445,0,,0
Waltham Forest 018D,E01004448,0,,0
Waltham Forest 018E,E01004449,0,,0
Waltham Forest 019A,E01004363,0,,0
Waltham Forest 019B,E01004364,0,,0
Waltham Forest 019C,E01004366,0,,0
Waltham Forest 019D,E01004367,0,,0
Waltham Forest 019E,E01004368,0,,0
Waltham Forest 020A,E01004365,0,,0
Waltham Forest 020B,E01004405,0,,0
Waltham Forest 020C,E01004420,0,,10
Waltham Forest 020D,E01004423,0,,0
Waltham Forest 020G,E01033153,0,,0
Waltham Forest 021A,E01004362,0,,0
Waltham Forest 021B,E01004436,0,,0
Waltham Forest 021C,E01004437,0,,0
Waltham Forest 021D,E01004439,0,,0
Waltham Forest 021E,E01004442,0,,0
Waltham Forest 022A,E01004422,0,,0
Waltham Forest 022B,E01004424,0,,0
Waltham Forest 022C,E01004425,0,,0
Waltham Forest 022D,E01004426,0,,0
Waltham Forest 022E,E01004427,0,,0
Waltham Forest 023A,E01004369,0,,0
Waltham Forest 023B,E01004370,0,,0
Waltham Forest 023C,E01004372,0,,0
Waltham Forest 023D,E01004432,0,,0
Waltham Forest 023E,E01004435,0,,0
Waltham Forest 024A,E01004333,0,,0
Waltham Forest 024B,E01004334,0,,0
Waltham Forest 024C,E01004438,0,,0
Waltham Forest 024D,E01004440,0,,0
Waltham Forest 024E,E01004441,0,,0
Waltham Forest 025A,E01004371,0,,0
Waltham Forest 025B,E01004373,0,,0
Waltham Forest 025C,E01004374,0,,0
Waltham Forest 025D,E01004375,0,,0
Waltham Forest 025E,E01004376,0,,0
Waltham Forest 026A,E01004336,0,,0
Waltham Forest 026B,E01004428,0,,0
Waltham Forest 026C,E01004429,0,,0
Waltham Forest 026D,E01004430,0,,0
Waltham Forest 026E,E01004434,0,,0
Waltham Forest 027A,E01004335,0,,0
Waltham Forest 027B,E01004337,0,,5
Waltham Forest 027C,E01004338,0,,0
Waltham Forest 027D,E01004339,0,,0
Waltham Forest 027E,E01004340,0,,0
Waltham Forest 027F,E01004341,0,,0
Waltham Forest 028A,E01004327,0,,0
Waltham Forest 028B,E01004328,0,,0
Waltham Forest 028C,E01004329,0,,0
Waltham Forest 028D,E01004330,0,,0
Waltham Forest 028E,E01004331,0,,0
Waltham Forest 028F,E01004332,0,,0
,,,,
,,,,
,,,,
,The level of rounding applied varies by estimate. Please see article for,,,
,further information on how rounding is applied,,,
,https://www.nomisweb.co.uk/articles/1103.aspx,,,
